노선명,size,min,max,mean
2115,1490,0.0,11.90020922485671,3.6461219897883375
2211,530,0.0,4.067565014152493,1.7236114918216836
2221,734,0.0,9.686553859844844,3.5435757130506724
2222,671,0.0,9.387658027174197,3.6798534358605295
2224,495,0.0,6.618941993533157,2.142202934613518
2227,1350,0.0,11.397123267180655,2.9741851485068223
2230,1108,0.0,8.234983524935457,2.496707509287484
2233,1197,0.0,10.781287597664,2.8683215732317455
2236,664,0.0,5.421772595742291,1.7032393473900325
2311,1451,0.0,15.303187151232065,4.245772706056809
2312,1141,0.0,13.97979537768286,5.349291629308471
240,1853,0.0,16.62153203527538,3.9934207254072636
241,1627,0.0,18.20565073838787,4.418439128692676
2412,887,0.0,12.786340349491663,4.47215378250435
2413,662,0.0,9.163462334653065,2.880076458243791
2415,530,0.0,6.643378305279101,2.589784276173499
2416,984,0.0,13.881449640894898,3.6771111692752534
242,1378,0.0,17.422179483136787,4.799372000297285
260,1674,0.0,27.85652760421296,8.124759431191261
261,2073,0.0,21.87877414800673,5.879052880831056
262,2427,0.0,26.635927359562608,5.79350933375824
270,1869,0.0,30.662374044761275,8.975326507923103
272,1975,0.0,22.8919487433929,7.39659885341722
273,2126,0.0,25.24068842365991,6.0787260231488425
301,1773,0.0,22.758777443711416,6.601125149156868
3011,1083,0.0,18.7805308237691,4.644518195271121
302,832,0.0,18.924118948736933,5.448406846730266
303,905,0.0,19.571873726614307,6.755003629019667
320,1695,0.0,18.725171940847147,5.6599592891657755
3212,654,0.0,11.945235295780664,3.587020445363523
3214,671,0.0,10.399142596013746,3.355242041849718
3216,1330,0.0,16.761629037370522,4.811357033726347
3217,1109,0.0,13.730095010111853,4.746654314288068
3220,1188,0.0,15.635281626393883,3.9260180891164542
3313,430,0.0,7.655571320550122,3.2206559268234023
3314,746,0.0,10.456480225775797,3.2811261464025794
3315,966,0.0,9.45317529296842,3.222118460323105
3316,391,0.0,7.416353582879312,2.96195972751913
3317,384,0.0,9.226882707791669,3.117225728818246
3318,1349,0.0,12.7188491709353,3.7824438058860466
3319,455,0.0,6.853069699671771,2.700383548097207
3321,704,0.0,8.230429624566773,2.5913893118462914
3322,642,0.0,9.081668944449612,2.6734681089349017
3323,135,0.0,6.115506391711783,2.6327549646878348
333,1127,0.0,13.03253747181369,4.020072456471606
340,1971,0.0,22.39595755918717,6.0790466727672126
341,1387,0.0,23.35261223796418,6.67648100833859
3411,1232,0.0,18.00365741801962,4.94384962657664
3412,1382,0.0,21.97699085904284,4.8569744295438175
3413,1459,0.0,16.01622162396077,4.174209641050493
3414,870,0.0,17.81720326097385,4.6897816124128235
3416,667,0.0,8.122401674796393,2.9910750296135187
3417,665,0.0,10.234178612532975,3.1966750925120904
342,1447,0.0,19.521026447707253,5.144056005257583
3420,889,0.0,19.717064118667285,5.308110920048192
3422,548,0.0,11.423304907627864,3.0324190852344435
3426,782,0.0,12.957223088676573,3.13514319148857
343,622,0.0,16.694276189197108,5.067986688473004
345,945,0.0,20.418474122475075,5.9422673122815635
350,1294,0.0,24.079576277591993,5.250566387056967
360,1619,0.0,28.77112573631026,7.977113768727787
361,1002,0.0,29.097073601610877,5.706474423430491
370,1734,0.0,28.493696002302652,9.974165706365964
400,1224,0.0,14.322911758417803,3.685759038045155
401,1155,0.0,23.9479434121049,5.878161334245775
402,1612,0.0,23.94184412155228,5.697143351821608
405,1031,0.0,14.907518058613679,3.746421255760779
406,743,0.0,15.645865727291302,5.298804455082249
411,977,0.0,14.76560339959163,3.5807259931984343
420,1363,0.0,14.452487849069536,5.647575870819025
421,1680,0.0,15.451708489152253,4.529585488608939
4211,744,0.0,12.719669180156567,3.781935616394232
4212,1145,0.0,18.804121031110807,5.7320046912763285
4312,1081,0.0,11.99127783019716,3.5598746949766764
4318,1554,0.0,20.53757556400449,4.746953148380849
4319,1059,0.0,16.99498917309706,4.513802094571032
440,1095,0.0,17.308330876927478,6.158395705234804
441,250,0.0,13.964001169161957,3.9040534191960523
4425,528,0.0,19.4628202852648,3.1672639246662526
4432,540,0.0,9.37977114427279,3.357688949136477
4433,282,0.0,4.015213268475054,1.6169166980944798
4435,294,0.0,6.370616605959182,2.581315220559623
452,744,0.0,22.72172220437216,6.546067392053287
461,2454,0.0,28.29196309936647,6.781659141535481
463,1482,0.0,16.812843857592263,5.681677212416985
470,1413,0.0,29.17555725687378,8.708588941578485
472,1168,0.0,19.849748457548472,6.610536142306665
500,1244,0.0,18.953598883721423,5.05407288179374
501,845,0.0,14.66680866654553,5.672023044538589
5012,1204,0.0,17.211078223375566,4.830439649178693
502,427,0.0,12.979223112642893,4.1946299814419055
503,672,0.0,15.311022158607777,5.646520118744762
504,1048,0.0,18.035432081371084,5.860651681304441
505,718,0.0,17.853219328027937,6.766826002138934
506,1557,0.0,16.573819216787026,4.844376574276373
507,1661,0.0,21.593613405953672,6.056409956006643
540,144,0.0,5.9096049988549355,2.384957776402813
541,198,0.0,5.555391080697582,2.819693261182493
5413,1605,0.0,15.486286332409916,6.147982768052623
542,220,0.0,8.045698778632492,3.162425007070868
5511,612,0.0,8.3627574875663,2.6312141193304104
5513,307,0.0,6.013430824546778,2.2160293362993984
5515,216,0.0,4.534524328481925,1.803551482798569
5516,770,0.0,8.947077922246226,2.849171897613775
5517,921,0.0,9.207107148554774,2.7778005287953
5519,189,0.0,4.083133880302522,1.5359675159821975
5522A난곡,642,0.0,4.268381034254167,1.8614371361443407
5522B호암,493,0.0,4.039490009499459,1.8584083783359573
5523,364,0.0,5.010065041784664,2.18491485343935
5524,1315,0.0,10.891232294305686,3.2844269930462633
5525,391,0.0,5.9395189271908775,2.5547854698076593
5528,853,0.0,14.755695422167172,3.849030854812617
5530,711,0.0,30.959247285808342,5.3777836981428875
5531,504,0.0,30.959247285808342,5.169843705437941
5535,721,0.0,10.629414361263965,3.031453477480258
5536,401,0.0,10.606821036524826,3.367216928458787
5537,191,0.0,5.617909674244911,2.6275695050120307
5615,959,0.0,8.93652020926819,3.9974452999129184
5616,1397,0.0,13.585340493974222,3.6288767547877763
5617,99,0.0,4.72453256435068,1.9236419159805265
5618,813,0.0,12.456750893014982,3.2765662438057017
5619,714,0.0,8.027160591160216,2.92789909177812
5620,1019,0.0,11.981761418267634,4.042541986175005
5621,94,0.0,3.0209308733033406,1.236099769305679
5623,513,0.0,30.959247285808342,5.30500032161767
5625,472,0.0,35.2804518508309,4.464012993928244
5626,864,0.0,32.784489582019646,4.851502588170611
5627,118,0.0,4.127977614756987,1.4892244195622966
5630,568,0.0,9.834980421552354,3.4727579315621484
5633,771,0.0,11.161854820368953,3.9047600028227274
5634,403,0.0,9.451436435442979,3.127743748080838
571,1884,0.0,21.986554054349547,6.199281924330677
5712,1430,0.0,12.179015383832295,4.6706839237242335
5713,755,0.0,35.2804518508309,5.674566886339137
5714,945,0.0,12.963031818893066,4.458156901406786
600,1018,0.0,23.131363895775493,6.9252955944492935
601,1279,0.0,27.21868372564027,10.013875798099484
602,1360,0.0,20.391962854502104,6.443817960974229
603,1214,0.0,19.663077901186213,5.892351776502318
604,1317,0.0,21.808337466979413,6.832671107147164
605,1554,0.0,23.7352998713254,6.68260276896522
606,477,0.0,20.336360588331896,6.748145905826936
6211,1820,0.0,25.737967318919853,6.348233489248588
640,1251,0.0,25.913879615545476,8.188248682163644
641,1712,0.0,21.49319557104313,5.561527536481825
6411,1720,0.0,23.617225565023347,6.2179453408218945
643,1562,0.0,25.634295727481106,7.443202098458403
650,1646,0.0,20.356170828892573,5.6426010678006335
651,1633,0.0,23.27091982978187,7.5918024723747415
6511,657,0.0,9.49898129870643,3.2047557427181244
6512,1056,0.0,9.100584657109426,3.1426511748625727
6514,1728,0.0,17.355918774633157,5.05053511362401
6515,1504,0.0,15.84707700120619,4.184039623389421
6516,1066,0.0,11.290506811801583,3.0833614573723187
652,1702,0.0,14.730885921470241,4.444321714714402
653,383,0.0,10.627266242875416,3.3961357960604945
654,1557,0.0,18.77182816622604,5.212427359111826
660,1002,0.0,12.925622819481754,5.146387877834858
661,468,0.0,11.056285221843025,4.256057257139032
6611,171,0.0,3.125172315415702,1.2934549554906343
6613,546,0.0,9.641209548181228,2.921487914524544
6614,659,0.0,8.427069103204456,2.956354923948169
6615,143,0.0,4.939801634727419,1.7019213578476733
6616,221,0.0,4.775828192547896,1.6970429180383972
6617,477,0.0,5.080750764054823,1.9814134865956339
662,812,0.0,13.959094519792608,4.765192657199205
6620,470,0.0,8.645347467372622,2.4571033241106495
6623,859,0.0,12.039710629862432,3.852759468218741
6624,737,0.0,6.815448551072819,2.157642207242089
6625,594,0.0,8.709684165389918,2.385706712970168
6627,910,0.0,7.688558196966119,3.2295450835481914
6628,819,0.0,14.43941497308706,4.663607503930238
6629,1262,0.0,15.123958813270328,3.620341856269183
6630,924,0.0,11.13527359775058,3.0351804930256017
6631,1185,0.0,15.814607415498728,4.384519910903788
6632,584,0.0,14.158253588821403,3.5077259334468525
6635,46,0.0,4.132603801897862,1.7176173900507052
6637,554,0.0,7.781063061187668,3.2902253721478045
6638,281,0.0,5.732345114645761,2.291898070601824
6640A,518,0.0,10.537937908193335,3.6436150389489597
6640B,510,0.0,10.603635814787566,3.69532775982711
6642,583,0.0,7.019146299569874,2.2060044814945527
6645,531,0.0,6.689631434810422,2.0728828616135786
6647,429,0.0,5.075007892474185,1.5117845459199024
6648,858,0.0,10.359065914658673,2.8286568366611036
6649,73,0.0,2.963643639906114,1.2840807906598106
6654,207,0.0,4.115163298442133,1.5783036074510295
6657,477,0.0,7.879565242495535,3.096058195380626
6712,788,0.0,17.60887007175834,4.960471638536455
6713,640,0.0,13.610729708955544,4.3061337258256325
6714,787,0.0,16.480456315526872,5.231999362402458
6715,706,0.0,11.297791116502781,4.154191503242684
6716,1419,0.0,18.328821678014194,5.144303741489724
672,800,0.0,18.342120842333156,5.776607037051811
673,521,0.0,16.252159399121354,5.479249682419395
674,571,0.0,14.27923786968461,4.690174630452598
700,377,0.0,12.670348795554542,4.651047240065066
701,838,0.0,14.63044618165413,5.002198021530352
7011,1013,0.0,15.19566937164435,4.28081996757083
7013A,592,0.0,12.077026013846892,2.848981762270259
7013B,566,0.0,12.614138990494034,2.876397507851413
7016,1343,0.0,13.102673574318615,3.93665252759117
7017,1162,0.0,11.354114146212961,3.388154110340243
7018,605,0.0,8.944293687920124,3.375921261526079
7019,993,0.0,8.689435397837967,3.167116708348364
7021,1061,0.0,12.595856877052485,3.6728111811494295
7022,845,0.0,11.367405418523273,3.9661244355296046
7024,156,0.0,5.0626310168807676,1.6510386796151357
7025,699,0.0,16.640138259798142,3.8102260340633505
702A서오릉,676,0.0,12.272275661217734,4.430697053251341
702B용두초교,595,0.0,12.166445613917235,4.192965437612731
703,323,0.0,13.691321449682524,4.426917942558195
704,667,0.0,14.176889272972078,5.133435195339751
705,464,0.0,15.081773565860821,5.001387863200683
708,631,0.0,14.898670072183627,5.291268506537823
710,1126,0.0,20.728203057421126,8.263895620555232
720,2169,0.0,21.207532036569432,6.760800443390107
721,1774,0.0,22.54153974766518,7.783537535721238
7211,1774,0.0,16.52492490662684,5.878915524390568
7212,964,0.0,14.91391044190976,3.1431112851878247
740,1557,0.0,24.148259329587063,7.630453437399261
741,1486,0.0,33.616156230605355,9.448233319314166
742,2180,0.0,20.158508496714287,4.614086228398074
750A,1090,0.0,17.778802645431586,6.130262674758701
750B,983,0.0,17.778802645431586,5.7986318467481235
752,1700,0.0,19.68038835182312,5.713602316070329
753,1657,0.0,17.123515061762607,4.970449311019515
760,217,0.0,9.985524731006645,4.668275598414715
761,1369,0.0,16.61592544815549,4.705555555901136
7611,1035,0.0,11.477111337598306,3.35521747114664
7612,508,0.0,9.162142966553073,3.509110175575925
7613,1203,0.0,13.195926099073318,3.666422849996597
771,40,0.0,3.038135027816741,1.4741207052969496
7711,213,0.0,7.034698845427811,2.627604779495068
7713,637,0.0,5.466075489177637,2.1624292010295
7715,561,0.0,7.627176035451606,2.6792445684510486
7719,160,0.0,3.7309289866452224,1.4461802180685257
7720,1151,0.0,10.166107493347143,3.5302987592392374
7722,422,0.0,6.2129243548663675,2.2389736071139605
7723,186,0.0,4.079763752673352,1.531779655386557
7726,72,0.0,5.203366343446891,2.027173445564008
7727,157,0.0,8.282550473504813,2.953973386194045
7728,304,0.0,11.627008243050131,3.4257553947646895
773,63,0.0,5.62806990606647,2.021061079559839
7730,929,0.0,11.137843610943305,3.4060874246243595
7734,1390,0.0,11.68550751058297,3.070849127706644
7737,622,0.0,10.811565962918396,3.177452179845068
7738,657,0.0,8.268444523175866,2.5133308358617095
7739,283,0.0,6.78084527539199,2.0642603642522337
774,142,0.0,5.071881713981035,1.8274561916207932
8001,36,0.0,3.2320643738729906,1.4711138858496038
8003,66,0.0,2.27275875019979,1.1235626661593885
8146,23,0.6163785968699078,22.031965196944924,15.47835952396444
8772,81,0.0,5.2158030513599565,2.2520601326833862
8774,413,0.0,6.24745496615473,2.493311664576239
8777,26,0.0,3.3267363473564924,1.8239277635867972
9401,30,0.0,16.485356634684237,4.407862156740822
9403,137,0.32110547622021834,15.631997637772303,6.1084671407427695
9404,85,0.0,19.7593304822746,6.455174649692489
9408,121,0.0,17.2313401320446,7.791856832960727
9409,54,0.0,18.496829115433172,9.610893417834781
9701,181,0.0,12.356178691331461,4.873531783676222
9707,17,0.0,7.651653619703981,3.4101013989747337
9711,214,0.0,26.052791294911913,19.066692489965057
9714,5,5.01705997213367,8.32029533153049,6.246897149662636
Jan-01,1,0.0,0.0,0.0
N13,795,0.0,26.85452210080442,8.154059930346383
N15,815,0.0,27.58577163843052,7.7234775733221435
N16,774,0.0,38.432877684307364,9.308180813515863
N26,593,0.0,39.44819224328525,10.114792338326241
N30,408,0.0,26.86059360111219,9.941367305923462
N31,500,0.0,25.253941472564417,7.892802265688911
N37,380,0.0,37.55862389473228,9.65146750622457
N51,490,0.0,28.285518552528362,8.381365655149276
N61,1293,0.0,36.327214895183864,10.137820358279582
N62,755,0.0,35.801383035415014,9.515811062122545
N64,546,0.31777555005836944,32.01799001539552,8.454983391307927
N72,472,0.0,26.408699112068877,6.489803334294309
N73,526,0.0,34.20483556327403,9.481288104068241
N75,783,0.0,25.11826159401051,7.2099195080272
강남01,210,0.0,4.993547529929727,2.076066511477438
강남02,174,0.0,2.6958238342145875,1.2650055823640531
강남03,174,0.0,2.8233306530107036,1.4630261909042241
강남05,409,0.0,8.15579557585599,2.89004610665564
강남06,441,0.0,8.885971224889161,3.7237831921754894
강남06-2,104,0.0,3.616241340948696,1.704138200941353
강남07,418,0.0,5.470872877606775,1.9393330150753711
강남08,172,0.0,5.425657121586803,2.4432116130797032
강남10,236,0.0,4.264979476049886,1.9200541913579454
강동01,646,0.0,8.42741104325227,2.5327257056672803
강동02,726,0.0,6.983417438163273,2.555905150386754
강동05,779,0.0,8.034903824649874,3.1199383623766526
강북01,311,0.0,3.266284650930898,1.4229608899479567
강북02,212,0.0,2.6873233394849967,1.2137015846486339
강북03,152,0.0,2.6095945583856865,1.075509295900126
강북04,170,0.0,1.6653115083485144,0.7626176372277828
강북05,267,0.0,2.5087145094350993,0.9652404863828744
강북06,264,0.0,2.8192357210444032,0.9634823468031826
강북08,93,0.0,2.3920669196444093,1.0743247967580463
강북09,499,0.0,3.7113440020857698,1.6999060651198201
강북10,221,0.0,2.4797486871802703,0.9948762322846578
강북11,462,0.0,3.6830062452334857,1.6695286682436539
강북12,90,0.0,2.49624290934419,1.1395881364382179
강서01,296,0.0,3.296715249829068,1.1725589866825412
강서02,251,0.0,3.09026365825511,1.4895595146803293
강서03,377,0.0,1.876093886253504,0.961990873886236
강서04,207,0.0,3.3094568635572323,1.4858033372319872
강서05,823,0.0,4.896573397962968,1.7133375056352513
강서05-1,31,0.0,2.1572468727344813,1.203850385733466
강서06,294,0.0,4.730129583783965,1.8858774476171913
강서07,70,0.0,3.2862935072619215,1.3317123317272894
관악01,208,0.0,2.4408277564096066,0.9820833594700902
관악02,287,0.0,4.310346598073561,1.6234585057325395
관악03,142,0.0,1.817248857070091,0.8445609114156706
관악04,234,0.0,2.166257865888723,0.9136444479956648
관악05,162,0.0,1.669373976050848,0.711296821726013
관악06,220,0.0,2.4309533543373916,1.0654420916440206
관악07,44,0.0,1.0135647599986737,0.4349910417580064
관악08,393,0.0,3.3822688039686013,1.547498959625605
관악10,207,0.0,2.9241929464895495,1.4977621917684383
관악11,44,0.0,1.6352681125145192,0.9205233344556181
광진01,276,0.0,3.265927053349749,1.4829566711804447
광진02,90,0.0,2.204587318542748,1.1869657759862078
광진03,436,0.0,4.265144259626563,1.684298550058297
광진04,376,0.0,4.899095695846007,1.992308157204128
광진05,294,0.0,3.292445247115568,1.2984892033327917
구로01,103,0.0,2.6364129918334225,0.9260185923773772
구로02,53,0.0,2.2825659338757007,0.9849502199445395
구로03,51,0.0,1.3664898469246067,0.5903378546516528
구로04,159,0.0,3.2743068370549477,1.6693023244751601
구로05,272,0.0,2.5003762888851693,0.9982364774066869
구로06,188,0.0,1.6342069732351965,0.7834546099090189
구로07,215,0.0,4.3513764739484575,1.5345671903648548
구로08,167,0.0,2.5491920792537957,1.0045298820508555
구로09,542,0.0,4.399465509284325,1.7624773367874011
구로10,194,0.0,2.9164449453128665,1.2680413579917322
구로11,109,0.0,5.120108338096838,2.4593512371870907
구로12,82,0.0,1.1690250471812729,0.6387581822926042
구로13,71,0.0,2.4968592856437657,1.2244606880955264
구로14,100,0.0,3.5495276693189757,1.301796150475613
구로15,67,0.0,2.26793922207587,1.1955472671934149
금천01,294,0.0,4.808187081407995,1.7802472740086461
금천02,171,0.0,4.116854097291719,1.5748884494655477
금천03,234,0.0,2.630785948863047,1.1211674487899517
금천04,82,0.0,3.036723911453383,1.374842458975042
금천05,122,0.0,4.039253719589228,1.6700290550110712
금천06,332,0.0,4.427796718584528,1.5913973159076793
금천07,282,0.0,4.5087547664871535,2.0445330807408366
금천08,411,0.0,3.430855708882036,1.4482724301181165
금천11,172,0.0,3.878338599693037,1.6021318647624951
노원01,54,0.0,1.0755969494118747,0.6055995884105853
노원02,376,0.0,4.4095450053338405,1.7208908888536973
노원03,103,0.0,2.7453384190919112,1.439925300756213
노원05,190,0.0,3.0371470378627934,1.5106253819535556
노원08,179,0.0,2.2656723241534493,1.238833766990861
노원09,144,0.0,4.0096766130386845,1.6262969369464166
노원11,186,0.0,3.1215238857077625,1.3953633538060328
노원13,89,0.0,3.03769136162172,1.498555620687718
노원14,827,0.0,5.201175041865438,1.850117273357679
노원15,1060,0.0,8.154735396247714,2.9660804572306874
도봉01,280,0.0,4.913392006498519,2.1862910124520867
도봉02,228,0.0,3.837581843396159,1.466137417164154
도봉03,113,0.0,2.138277523783297,0.9442067585015658
도봉04,83,0.0,1.881631546849415,0.9589064249670092
도봉05,287,0.0,3.7078425983790573,1.6279680205350977
도봉06,179,0.0,2.2582699224023055,1.1711453215258414
도봉07,267,0.0,3.1399622260690654,1.4002827415110322
도봉08,228,0.0,3.665871544932109,1.6159464748069698
도봉09,382,0.0,4.738096872187207,1.849654559796778
동대문01,12,0.0,0.9221203993461908,0.4457789292713992
동대문02,48,0.0,1.331709964288684,0.6542826655250756
동대문03,111,0.0,2.462798538252416,1.1187283966589374
동대문05,320,0.0,3.2316819074817027,1.2616590898618898
동작01,475,0.0,4.649500870278003,1.5860626028631746
동작02,271,0.0,2.7472469517026052,1.3903836017204916
동작03,239,0.0,3.969947517601808,1.5821546380408593
동작05,275,0.0,4.163814000194784,1.4755128619640656
동작05-1,259,0.0,4.298184551644922,1.4239055315334403
동작06,111,0.0,3.3047265065806433,1.2682404253256834
동작07,87,0.0,1.768226759336827,0.9419167131593831
동작08,300,0.0,3.27673883058292,1.4367993400626289
동작09,47,0.0,1.6843709057791951,0.7455389236161769
동작10,76,0.0,2.2003395127948666,0.9220822544012243
동작11,355,0.0,2.823694514926806,1.4193340618031671
동작12,165,0.0,2.5736622315381297,1.0797312462278106
동작13,506,0.0,4.521352421917869,1.5086935101901282
동작14,79,0.11661080365987361,3.003990360920638,1.6136064340928222
동작15,123,0.0,2.442442862002154,1.1334812311524174
동작16,83,0.0,2.559096664295224,1.1096911237739846
동작17,107,0.0,1.3761989229809162,0.7450339440577006
동작18,67,0.0,2.125758580167048,1.0327499412632053
동작19,183,0.0,2.693874668994011,1.0923634457216134
동작21,101,0.0,2.5213326999577,1.0152279106446653
마포01,213,0.0,1.6665197819148765,0.8268808046076093
마포02,115,0.0,1.1324762530090942,0.7037308777118814
마포03,111,0.0,1.3434314696925402,0.7398383806471547
마포05,30,0.0,0.9316504083371568,0.5575072128095356
마포06,297,0.0,2.5553095584939727,1.2331412004083677
마포07,177,0.0,3.359519331817629,1.624748133500588
마포08,596,0.0,8.15744225916447,2.520289180669895
마포09,497,0.0,4.941056649974042,1.9736764211598767
마포10,242,0.0,2.572604852322688,1.1221255154689675
마포11,168,0.0,2.2571996857573082,1.1600116672281124
마포12,169,0.0,2.2385145693103254,1.0940090503847455
마포13,47,0.0,1.2797024405917339,0.6642388391039912
마포14,51,0.0,1.1623678671975983,0.6486939187674678
마포15,309,0.0,6.607168160303625,2.3289023943340337
마포16,347,0.0,3.488802140741263,1.6799046459631202
마포17,106,0.0,1.2618555594931415,0.647043802761319
마포18,48,0.22340435385184573,2.6762943611366925,1.4734808246491224
마포18-1,17,0.22340435385184573,2.6762943611366925,1.4174280507925394
서대문01,127,0.0,2.0521186084059377,0.9992396841096364
서대문02대,318,0.0,2.02135487186839,0.8707599958739437
서대문02소,84,0.0,1.2101274115616094,0.6409294859000553
서대문03,294,0.0,3.3969119947238084,1.5880238901253028
서대문04,154,0.0,2.903402031725729,1.5307674538847487
서대문05,229,0.0,2.655764137057079,1.3803096362625953
서대문06,240,0.0,3.103776976288264,1.467160700605479
서대문07,93,0.0,1.5333586374737347,0.8333168208084643
서대문08,85,0.0,2.23894876186319,1.1264313900578484
서대문09대,88,0.0,1.397975721481739,0.8273872099110712
서대문09소,78,0.0,1.397975721481739,0.8291570290806464
서대문10,113,0.0,2.3669233998310966,1.2224174423823786
서대문11,305,0.0,4.947061637479915,1.7860507667024128
서대문12,114,0.0,1.3766967978339337,0.7204916398535458
서대문14,119,0.0,1.9280782905229206,0.9701586206234286
서대문15,136,0.0,2.109142094873138,1.0136545129028445
서초01,20,0.0,1.59734251370973,1.0061621826301903
서초02,153,0.0,3.656946315586807,1.4298399023616974
서초03,195,0.0,3.9140542201462556,1.5538021657393544
서초05,21,0.0,1.3560346407206636,0.7054697984133267
서초06,41,0.0,2.645271132465362,1.3456763518119446
서초07,125,0.0,2.05002717911313,1.0446424372102687
서초08,125,0.0,4.194464187197488,1.7551783667607816
서초09,330,0.0,9.293524119705348,3.1117968702023213
서초10,246,0.0,5.131979645733685,1.7538805757166829
서초11,250,0.0,3.3747115843159463,1.6875781174561446
서초13,445,0.0,4.170538894330314,1.6293024362061077
서초14,254,0.0,4.71166946129965,1.789674855157315
서초15,306,0.0,3.855344511465496,1.5990590447321693
서초16,129,0.0,2.5814173934795486,1.275595111729649
서초17,295,0.0,6.813928156691838,2.5695456734281676
서초18,366,0.0,4.889763051645678,1.9079586148368972
